iter	Logloss
531	0.1732559583
532	0.1731913888
533	0.1729472159
534	0.1727825622
535	0.1725457653
536	0.1722565916
537	0.1721061845
538	0.1719196665
539	0.1714933379
540	0.1711748469
541	0.1710288751
542	0.170742124
543	0.1704916291
544	0.17036629
545	0.1702494498
546	0.1699970572
547	0.1697101657
548	0.1695846592
549	0.1692690355
550	0.1690289373
551	0.1688535607
552	0.1685945933
553	0.1683173131
554	0.1681763274
555	0.1679647557
556	0.1677932561
557	0.167411887
558	0.1671816731
559	0.1670227156
560	0.1667764005
561	0.166506275
562	0.1663228176
563	0.1660591462
564	0.1658902828
565	0.1656106861
566	0.1653427691
567	0.165077392
568	0.1650149292
569	0.1647924185
570	0.1645936689
571	0.1643952765
572	0.1641504455
573	0.1639751145
574	0.1637656802
575	0.163607137
576	0.1633525584
577	0.1631491755
578	0.1630029303
579	0.1627823953
580	0.1626371633
581	0.1624162784
582	0.1622761653
583	0.1620703119
584	0.1619270633
585	0.161708857
586	0.1615104735
587	0.1612673959
588	0.1610821409
589	0.1608802381
590	0.1607340029
591	0.1604409781
592	0.1602616357
593	0.1601864606
594	0.1600843158
595	0.1597800682
596	0.1594704982
597	0.159370405
598	0.1591297322
599	0.1589857507
600	0.1587864859
601	0.1584851958
602	0.1583308005
603	0.1580662389
604	0.1578404578
605	0.1575727632
606	0.1574498074
607	0.1571486552
608	0.1569608265
609	0.156894112
610	0.156573021
611	0.1563479835
612	0.1561561376
613	0.1558160498
614	0.1556267741
615	0.1555082987
616	0.1551695908
617	0.1550730946
618	0.1548484681
619	0.1545760843
620	0.1543564023
621	0.1540719234
622	0.153862165
623	0.1536592345
624	0.1535211636
625	0.1532992077
626	0.1530818208
627	0.1528426438
628	0.1526037864
629	0.1524656433
630	0.1523024861
631	0.1521257499
632	0.1519055783
633	0.1516736735
634	0.1514787977
635	0.1512639222
636	0.1510773436
637	0.1508731787
638	0.1505892063
639	0.1503969289
640	0.1502153972
641	0.1500314904
642	0.1498626756
643	0.1497361925
644	0.1495762825
645	0.149444532
646	0.1492771632
647	0.149041609
648	0.148707453
649	0.1484568148
650	0.1481805272
651	0.1480320133
652	0.147812297
653	0.1476730675
654	0.1475481211
655	0.1473098169
656	0.1470134467
657	0.1468393956
658	0.1467071478
659	0.1465713654
660	0.1464332043
661	0.1463358515
662	0.1461615378
663	0.1460103843
664	0.1458131981
665	0.1456025049
666	0.1454288433
667	0.1452397895
668	0.1451165116
669	0.1448818607
670	0.1446088598
671	0.1444832227
672	0.1442944081
673	0.1441605915
674	0.1439212636
675	0.143783449
676	0.1436440621
677	0.1434985753
678	0.1433130313
679	0.1430737288
680	0.1428293963
681	0.1426847627
682	0.1425972379
683	0.1424678991
684	0.1423196286
685	0.142140401
686	0.1419409821
687	0.1417690644
688	0.1416275173
689	0.141481453
690	0.1412520353
691	0.1411145582
692	0.1409701966
693	0.1407959602
694	0.1405155012
695	0.1403524645
696	0.1401738295
697	0.1399434739
698	0.1397906347
699	0.139584691
700	0.1394686098
701	0.1392373686
702	0.1390295952
703	0.1388800494
704	0.1386628002
705	0.1385417703
706	0.1383966767
707	0.1381299244
708	0.1379294514
709	0.1377140895
710	0.1375459635
711	0.1374410698
712	0.1373379883
713	0.1371623623
714	0.1369999525
715	0.1368834013
716	0.1366043071
717	0.1364071307
718	0.1362585168
719	0.136121396
720	0.1359065821
721	0.1358186584
722	0.1357057994
723	0.1355133293
724	0.1353255777
725	0.1351230334
726	0.1350166418
727	0.1348312495
728	0.1347298532
729	0.1346232861
730	0.1344689805
731	0.13430226
732	0.1341406287
733	0.1339770853
734	0.133817401
735	0.1335862642
736	0.133385417
737	0.1332047091
738	0.1330636055
739	0.1328665273
740	0.1327200208
741	0.132585866
742	0.1324329226
743	0.1322444693
744	0.1321248247
745	0.1319556458
746	0.131734016
747	0.1314718367
748	0.1313572351
749	0.1312622362
750	0.131136882
751	0.131048646
752	0.1308655892
753	0.1307429835
754	0.1306717048
755	0.1305285542
756	0.1304019928
757	0.130212742
758	0.1300901031
759	0.1299862482
760	0.1297689593
761	0.12964825
762	0.1294661589
763	0.1293160724
764	0.1291663906
765	0.1290027757
766	0.1288704232
767	0.1286141546
768	0.1284370262
769	0.1282987046
770	0.1281607837
771	0.1280527214
772	0.1278769402
773	0.1277612168
774	0.1276753508
775	0.1275578859
776	0.1274642077
777	0.1273312483
778	0.1271866095
779	0.1270721199
780	0.1269068412
781	0.1267687577
782	0.126601983
783	0.1263654044
784	0.1262714438
785	0.126060472
786	0.1259350624
787	0.1257936987
788	0.1256778643
789	0.1255124231
790	0.1253693633
791	0.1252791745
792	0.1251146803
793	0.1250392421
794	0.1248959175
795	0.1247645736
796	0.1247004663
797	0.124584224
798	0.1244620113
799	0.1242269824
